oid,organization,idate,county,outreachsite,activity,activityspecify,maleadult,maleyouth,femaleadult,femaleyouth,discussiontopic,flyers,brochures,posters,booklets,stickers,others
AF682C59-1F98-42C2-BB50-0001382866EF,MSK=2,27/09/2012,BUTULA,MARACHI EAST,6=Other(Specify),PMTC MOTHERS,4,0,29,2,IMPORTANCE OF FP,0,30,2,0,0,0
85B8F5E7-938D-4A78-80BC-0005113C2004,MSK=2,20/03/2013,BUTULA,MISSING,4=Theater Groups,,0,0,21,10,IMPORTANCE OF FAMILY PLANNING,0,0,0,0,0,0
047E2309-D22B-4147-8E73-000AB0FE3E10,MSK=2,22/11/2014,TESO NORTH,KAESET AREA,2=Womens Group Meetings,,2,1,20,12,FP,0,0,0,0,0,0
6611C4BF-F71D-45AB-8EB7-000D1B919C94,MSK=2,11/05/2013,NAMBALE,TUSHIKANE PAMIOJA YOUTHS,3=Youth Groups,,0,7,0,5,CONDOM USE,0,0,0,0,0,0
BBC23F8E-5C3F-452B-AFEC-00102B691632,FHOK=1,24/06/2014,SIAYA,MARTIN' SHOME,3=Youth Groups,,0,0,14,20,BENEFIT OF MALE INVOLVEMENT IN FP,0,0,0,0,0,0
ED112EA8-A29F-42A1-96F8-0019E8C7D2B8,FHOK=1,07/03/2015,BONDO,NYAMANGA LEARNING RESOURCE,3=Youth Groups,,0,17,0,25,SIGNS AND SYPMTOMS OF STI,0,0,0,0,0,0
57C4A92E-1DA1-4DF9-8C6E-001AB554CD49,MSK=2,26/01/2014,TESO SOUTH,CHURCH GROUP,6=Other(Specify),CHURCH GROUP,20,54,83,27,"MALARIA , NUTRITION",0,0,0,0,0,0
AC166635-FE89-4313-9FAF-001B1FF51165,MSK=2,20/11/2012,TESO NORTH,CHANGARA,2=Womens Group Meetings,,0,0,30,0,F/P,0,40,40,0,0,0
4F5519A4-F8B8-4634-B454-001D55151359,MSK=2,19/05/2015,TESO SOUTH,KATILEM,3=Youth Groups,,0,20,0,29,HIV AND AIDS,0,0,0,0,0,0
9919BD6A-AEAC-46BE-9480-0023BE9A149E,FHOK=1,28/07/2014,SIAYA,MISSING,1=Comunity Meeting/Barazas,,40,20,60,120,FP,0,0,0,0,0,0
C662A0BD-498A-43FF-B973-002AD03DA00F,MSK=2,10/11/2014,TESO NORTH,ACK,1=Comunity Meeting/Barazas,,40,15,50,20,F/P,0,0,0,0,0,0
C5CD71C8-8AE7-437E-B1DC-0031E6625D9D,FHOK=1,21-10-2014,SIAYA,ORIANG MONYE,2=Womens Group Meetings,,0,0,12,10,WATER TREATMENT WITH PUR AND WATER GUARD,0,0,0,0,0,0
8595A361-D8D5-495D-92C3-003773A4DA5B,MSK=2,05/09/2013,TESO NORTH,MARMBE WOMEN GROUP,2=Womens Group Meetings,,21,18,36,40,FP METHOD AND HOW EACH WORKS,0,0,0,0,0,0
AB0DD983-665C-4A09-9469-00453BFF2F8B,MSK=2,10/12/2013,SAMIA,MISSING,4=Theater Groups,,1,5,8,4,METHODS OF FP,0,0,10,0,0,0
95547A8E-433C-423F-8EDC-004CA41B109C,MSK=2,24/06/2014,NAMBALE,NAMBALE,2=Womens Group Meetings,,0,0,30,8,F.P,0,0,0,0,0,0
5C36871F-6A08-4F2C-BCA5-0054EA5297F2,FHOK=1,06/05/2014,BONDO,GOT NYAPONG,6=Other(Specify),VASL SUPPORT GROUP,3,0,16,0,BENEFITS OF FP,0,0,0,0,0,0
330BEB24-4588-498E-8D7A-005A9829ADFA,MSK=2,11-03-2015,SAMIA,MISSING,2=Womens Group Meetings,,7,0,15,4,MALARIA IN PREGNACY,0,0,3,0,0,0
9A8F762E-7538-4FE3-A816-006160DCD7BA,FHOK=1,07/04/2015,BONDO,WUOTH GA DIERA,2=Womens Group Meetings,,2,3,13,9,FP AND PREVENTION OF MALARIA,12,8,6,1,2,0
89783A6C-3FAE-4958-9E55-0063B92D459B,FHOK=1,19/10/2012,SIAYA,CENTRAL ALEGO,1=Comunity Meeting/Barazas,,18,2,26,6,HEALTH ISSUES,0,0,0,0,0,0
E8B82081-7848-4BEE-8E10-0064C1B3F323,MSK=2,12/01/2015,BUTULA,MAUKO MARKET,5=FBO services,,50,20,150,50,MALARIA KILLS,0,0,0,0,0,0
FA2B97F6-4F71-4298-8C04-0069440BA650,MSK=2,26/02/2015,SIAYA,BARAZA,1=Comunity Meeting/Barazas,,9,5,12,4,F/P,0,0,0,0,0,0
74265E63-E40A-481B-86CE-006DF1FE35D9,MSK=2,16/05/2014,BUSIA,SEREPTA MUSOMA,2=Womens Group Meetings,,0,0,7,1,BENEFITS OF IUCD METHODS,0,0,0,0,0,0
92C41504-D357-4760-B869-0075F8DD7958,MSK=2,26/10/2014,BUSIA,MISSING,1=Comunity Meeting/Barazas,,40,20,50,15,F/P,0,0,0,0,0,0
7EDEBBA2-9D68-453D-B8CB-007ACE15CC45,FHOK=1,25/10/2014,SIAYA,NUBWIRA,2=Womens Group Meetings,,30,5,20,15,F.P,0,0,0,0,0,0
CD75C641-9E11-4A0F-B1A1-0086F136831C,MSK=2,11/10/2012,TESO NORTH,KOCHOLYA,2=Womens Group Meetings,MISSING,4,2,7,6,IMPORTANCE OF FP,0,0,6,0,0,0
FD189D33-4D3E-4F53-B556-008C8A74209C,MSK=2,21/01/2013,BUTULA,MARACHI CENTRAL,3=Youth Groups,,0,3,0,3,FAMILY PLANNING,0,0,0,0,0,0
EB78CE21-2E70-482D-9308-008CF16C37B6,FHOK=1,03/11/2013,SIAYA,INJILI TAKATIFU,5=FBO services,,53,12,89,16,FP,0,0,0,0,0,0
0108328F-A71A-4590-A34C-008DC3762421,MSK=2,27/02/2014,BUSIA,TEMAKHO,2=Womens Group Meetings,,3,2,12,16,FAMILY PLANNING,0,0,0,0,0,0
4A027F59-1F1E-468B-B22D-0090DE6DC0DD,FHOK=1,30/04/2014,BONDO,NYANGOMA,2=Womens Group Meetings,,5,0,20,3,F.P,0,0,0,0,0,0
35DC4C84-E1A9-4485-BA2B-0090EFAA3140,MSK=2,03/09/2014,BUTULA,BENGA FAITH W/G,2=Womens Group Meetings,,7,2,9,6,"WATER AND SANITATION,PERSONAL HYGIENE,FP",0,0,0,0,0,0
9074EA3C-2C74-406D-B1DE-009150219BB1,MSK=2,26/03/2013,NAMBALE,SEGERO,2=Womens Group Meetings,,5,12,10,20,FP METHODS AND USE,0,0,0,8,0,0
AA0E9DB6-C718-4E71-8EFD-0093FB9BBAB2,MSK=2,25/07/2014,TESO SOUTH,MISSING,1=Comunity Meeting/Barazas,,20,10,7,0,F.P,0,0,0,0,0,0
63187635-0A60-4CF6-8DC1-0097A224A61F,MSK=2,23/03/2014,SAMIA,NALUCHEKIA,2=Womens Group Meetings,,14,0,17,4,FP,0,0,0,0,0,0
4BE29242-47FE-4322-A5EC-009D087E4B52,MSK=2,22/08/2013,TESO NORTH,ANGOLOLO,3=Youth Groups,,0,30,0,15,PREVENTION OF HIV/AIDS AND UNWANTED PREGNANCY,0,0,0,0,0,0
0417A602-779D-4064-AEC7-00A35E25AE4A,MSK=2,27/08/2013,TESO SOUTH,OMANIKOR VILLAGE,2=Womens Group Meetings,,8,1,32,0,FAMILY PLANNING,0,0,0,0,0,0
0BDCBDB5-4FF4-4577-89FD-00A68831FC74,MSK=2,25/04/2013,BUSIA,NAMELOCHA,2=Womens Group Meetings,,10,15,22,10,F/P,0,0,0,0,0,0
F7FF98FC-EBB6-46CB-8BE8-00AEC7424490,MSK=2,12-01-2015,BUTULA,MISSING,2=Womens Group Meetings,,0,0,18,2,FP SERVICES,0,0,0,0,0,0
518F8A5E-89D5-4305-9CB5-00B0733AAE07,MSK=2,03/12/2014,TESO NORTH,MAEMBE,6=Other(Specify),MOBILE CLINIC AT DISPENSARY,0,0,33,25,IMPORTANCE OF FP,0,0,0,0,0,0
7FF230A2-0AF9-4296-B8F9-00B1598C2930,FHOK=1,13/05/2015,SIAYA,BORO,1=Comunity Meeting/Barazas,,11,10,13,3,FP,0,0,0,0,0,0
05B40FDD-A9A9-4A0C-890F-00B346E64DAB,MSK=2,10/12/2012,BUSIA,MARACHI EAST,4=Theater Groups,,0,0,20,12,ABOUT FP,0,0,0,0,0,0
B2D4D650-1447-43AD-AA55-00B4EDC31F8F,MSK=2,19/09/2012,NAMBALE,BUKHAYO EAST,1=Comunity Meeting/Barazas,,6,7,49,12,FAMILY PLANNING BY WIDOWS,0,0,0,0,0,0
6B17DC48-3F24-4ED4-AB5C-00B6B67EDBA0,FHOK=1,24/03/2015,SIAYA,NGANG NINA,1=Comunity Meeting/Barazas,,40,10,30,20,FP,0,0,0,0,0,0
B5AEA21A-0E9B-441B-B4FC-00BFE8CCFD19,FHOK=1,16/10/2013,BONDO,UYAWI,6=Other(Specify),,20,10,35,25,FP,0,0,0,0,0,0
6EEC3010-82B0-43C2-A05A-00C3103716E1,MSK=2,16/03/2014,BUTULA,MISSING,3=Youth Groups,,6,5,13,9,USES OF MALE AND FEMALE CONDOMS,0,0,0,0,0,0
05E5E9A0-A6E2-4685-8D22-00C600AA03B8,MSK=2,20/07/2014,NAMBALE,EMAKINA,6=Other(Specify),FUNERAL,0,0,500,0,METHODS OF FP,0,0,0,0,0,0
513BA466-D112-4FA5-9227-00C70EA05946,FHOK=1,28/02/2014,SIAYA,MISSING,3=Youth Groups,,11,36,15,23,IMPORTANCE OF MODERN FP,0,0,0,0,0,0
A3E562BC-859B-49E6-AA46-00CC2D8354BB,MSK=2,22/10/2013,TESO SOUTH,NEW SPRINGS OF LIFE MINISTRIES,5=FBO services,,17,7,23,9,"FP,HYGIENE,HOSPITAL DELIVERY AND SANITATION",0,0,0,0,0,0
4254B043-FB71-4C34-AC26-00CC9DEB0D49,MSK=2,24/09/2014,BUTULA,NYAMBALA,1=Comunity Meeting/Barazas,,14,7,25,17,FP,0,0,0,0,0,0
081F333D-D31E-4652-A7B3-00CDCE06B013,FHOK=1,04/10/2013,BONDO,WUOTH GI KWE,2=Womens Group Meetings,,5,3,15,10,FP,10,10,1,10,0,0
E354002C-E029-4B9B-B590-00CF5CFC51AE,MSK=2,17/10/2012,BUTULA,BUJUMBA,5=FBO services,,1,3,2,7,ABOUT FP,0,0,10,0,0,0
E7FB32BC-DC06-4E8A-99FF-00D2AB6EE885,FHOK=1,24/10/2013,SIAYA,MISSING,2=Womens Group Meetings,,9,5,25,3,METHODS AND USAGE OF FP,0,0,0,0,0,0
7AE85AE8-1277-4ABD-9FDE-00D38FCB38BC,FHOK=1,10/10/2014,SIAYA,MISSING,2=Womens Group Meetings,,1,0,11,0,BENEFITS OF FP AND NET USE,0,0,0,0,0,0
5458A792-7715-46B9-B3BD-00D78CB78515,FHOK=1,18/04/2013,BONDO,UHANYA,5=FBO services,,15,25,35,15,LONG TERM METHODS,0,0,0,0,0,0
C1D398B9-F67A-4900-95D4-00DDFBA82E5F,FHOK=1,28/04/2014,BONDO,LUNYU VILLAGE,2=Womens Group Meetings,,5,0,18,3,F.P,0,0,0,0,0,0
91EB69FF-4FA1-4BA8-BDD4-00E2D6938F87,FHOK=1,28/07/2014,BONDO,RUTH AKINYI,2=Womens Group Meetings,,4,1,12,3,F.P,0,0,0,0,0,0
83072F12-EFD8-4475-AE42-00E426BE89E3,FHOK=1,08/03/2015,SIAYA,MWER,6=Other(Specify),CHIEFS CAMP,25,10,40,15,REPORT TAKING,0,0,0,1,0,0
9A66562F-A6E9-4763-84A1-00E651C59E82,MSK=2,14/09/2013,BUTULA,ISONGO,3=Youth Groups,,12,13,4,9,HOW TO USE FP,0,0,0,0,0,0
DE53D74B-A48F-4813-AF59-00E79C8C5F8C,MSK=2,08/03/2015,BUSIA,EMASIEBI A,2=Womens Group Meetings,,0,0,8,16,CBD METHODS OF FP,0,0,0,0,0,0
0190EA61-26D0-421B-81EA-00EE02FA2FC3,FHOK=1,26/06/2014,BONDO,COMMUNITY,1=Comunity Meeting/Barazas,,4,2,7,10,F.P,0,1,0,0,0,0
8FACBCD4-9F0A-44AC-B0E7-00EEB82BA5E3,FHOK=1,17/05/2015,SIAYA,MUYONGA CCA,6=Other(Specify),,28,15,63,19,BENEFITS OF FP,0,0,0,0,0,0
B012BBD2-F80F-4A39-830C-00FB84CCECBB,FHOK=1,26/11/2013,SIAYA,MISSING,2=Womens Group Meetings,,4,3,24,6,FAMILY PLANNING,0,0,0,0,0,0
1DC0056F-11D1-43C6-AFD6-00FE78ACE9C4,MSK=2,09/01/2015,BONDO,CHURCH,2=Womens Group Meetings,,8,0,24,0,F/P,0,0,0,0,0,0
24182849-8C61-439F-A4B8-010357972771,FHOK=1,28/01/2014,SIAYA,NYADHI,2=Womens Group Meetings,,12,0,15,3,PROPER CONDOM USE,0,0,0,0,0,0
5B5AAFC3-0908-4E03-A755-01052E029AEB,FHOK=1,15/04/2015,NAMBALE,AUMA'S HOME KATIRA,2=Womens Group Meetings,,2,1,12,16,ADVANTAGES OF LONG TERM FP,0,0,0,0,0,0
A670886B-85D9-47CC-A96A-0106ED52B210,MSK=2,18-08-2014,BUTULA,BUDUMA AC PARISH,6=Other(Specify),,10,0,20,0,VASECTOMY AND CONDOM,0,0,0,0,0,0
AC9CE0B3-D0F6-4FBB-A66E-010CB7E618DC,MSK=2,16/04/2015,BONDO,GOT SERAWONGO,2=Womens Group Meetings,,3,2,7,9,FP METHODS,0,0,0,0,0,0
DF32C492-8BE1-47B6-B307-010F782C096E,MSK=2,27/09/2012,TESO SOUTH,AMUNGURA,2=Womens Group Meetings,,0,0,25,0,F/P,0,0,5,0,0,0
1BEC2E77-3B7B-44CF-BD4E-010F9BF69D48,FHOK=1,02/04/2015,BONDO,KOBER CENTRE,1=Comunity Meeting/Barazas,,20,14,34,17,TYPES OF PILLS,2,1,3,0,1,0
80F0F686-38C7-4F96-90CD-01121A66076E,MSK=2,22/02/2013,TESO SOUTH,APEGEI,1=Comunity Meeting/Barazas,,33,18,21,11,"PERSONAL HYGIENE, FAMILY PLANNING, ADVATAGES AND DISADVANTAGES",0,20,6,0,0,0
A71DA6E1-84FC-4CDA-8B11-0112DD028F15,MSK=2,23/09/2013,BUSIA,NYARANGA,6=Other(Specify),BURIAL,40,23,52,33,FAMILY PLANNING,0,0,0,0,0,0
E2EAE311-5F20-4936-B376-011381822E3C,MSK=2,22/12/2012,TESO SOUTH,ANGOROM,2=Womens Group Meetings,,0,0,13,0,FP METHODS,0,0,0,0,0,0
ED512D98-9B4B-4771-B85A-01138F24FBCA,MSK=2,20/09/2014,NAMBALE,MADENDE,1=Comunity Meeting/Barazas,,10,0,3,0,IMPORTANCE OF MODERN FP,0,0,0,0,0,0
55318FBC-6695-4349-A4F5-0115448BD55D,FHOK=1,28/02/2014,SIAYA,,2=Womens Group Meetings,,10,6,15,3,"TB CONTROL AND TREATMENT, FP",0,0,0,0,0,0
A89D6543-403E-4A0C-B2BC-011D873F80B1,FHOK=1,06/02/2015,BONDO,NYANDORI HOME,2=Womens Group Meetings,,0,0,42,2,HOW TO USE FEMALE CONDOM,4,2,6,2,2,0
37A114BC-D6B0-4E06-B4C8-0121C0891A7E,FHOK=1,20/12/2013,BONDO,CHURCH,6=Other(Specify),CHURCH,10,7,15,13,"HAND WASHING, FP METHODS AND THEIR IMPORTANCE",0,0,0,0,0,0
9E8317BB-1F73-4BB9-B345-012407628C08,MSK=2,27/03/2013,TESO SOUTH,MISSING,3=Youth Groups,,3,7,1,5,F.P METHODS AND HIV/AIDS,0,0,0,0,0,0
3430269A-B038-4035-972F-0124679D95A5,MSK=2,16/10/2014,BUSIA,MISING,1=Comunity Meeting/Barazas,,10,3,18,6,HAND WASHIMNG,0,0,0,0,0,0
F86A0F2F-8406-4400-AE52-012D6638E3CD,FHOK=1,28/11/2013,SIAYA,MISSING,3=Youth Groups,,0,8,0,4,"FP,PREVENTION OF AIDS AND EARLY PREGNANCY",0,0,0,0,0,0
32E688A3-F7CF-4BD5-AED7-012DCDD9E875,MSK=2,11/12/2012,BUSIA,LWANYA,2=Womens Group Meetings,,0,0,16,4,F/P,0,0,0,0,0,0
85E464EF-89FB-4376-87FE-012DD2EB2FCD,MSK=2,02/05/2013,NAMBALE,NAMBALE,1=Comunity Meeting/Barazas,MISSING,20,21,30,10,FP METHODS,0,0,0,0,0,0
36F5D357-A60F-478D-8C96-013ECA5405A6,MSK=2,16/06/2013,BUSIA,KHUSIERA/INDOLI,2=Womens Group Meetings,,4,1,12,8,LONG AND SHORT TERM FP METHODS,0,0,0,0,0,0
A49E7602-A239-4BA0-B0D7-013FF95DCC68,MSK=2,26/02/2014,SIAYA,MURWIRI,6=Other(Specify),MISSING,30,20,20,25,FAMILY PLANNING,0,0,0,0,0,0
EBA1FA4A-28E4-45D4-AC0D-01481EACDF58,FHOK=1,12/12/2014,BONDO,WAYE VILLAGE,3=Youth Groups,,9,11,4,17,FP METHODS,0,0,0,0,0,0
C015DA37-EABB-423E-BAD5-014C2EF5D3A6,FHOK=1,27/05/2014,SIAYA,MISSING,2=Womens Group Meetings,,0,0,12,10,FP,0,0,0,0,0,0
E6BE0B4D-F830-47CE-A319-014CC73AB970,FHOK=1,07/03/2015,BONDO,ABOM PRI SCHOOL,1=Comunity Meeting/Barazas,,7,0,18,0,CONDOM USE,0,3,1,2,1,1
B5575016-9CA3-4A33-AA6D-014D88AAC42E,FHOK=1,22/05/2015,SIAYA,UYIGI,3=Youth Groups,,15,30,10,1,FP,0,0,0,0,0,0
213954CC-35AF-491A-93DB-0152D58492A2,FHOK=1,07/05/2015,SIAYA,BORO,1=Comunity Meeting/Barazas,,30,6,29,5,,0,0,0,0,0,0
358CCE7E-2A2F-4E99-96AF-015ACA732D85,MSK=2,05/01/2014,NAMBALE,LELEKWE,2=Womens Group Meetings,,0,0,31,5,FAMILY PLANNING METHODS,0,0,0,0,0,0
1349BF61-0494-4D31-8EE1-015BBB02BF2A,MSK=2,22/11/2012,SAMIA,NAMBUKU,1=Comunity Meeting/Barazas,,27,11,16,14,FAMILY PLANNING,0,0,40,0,0,0
31B36451-1F68-4022-B4FA-015CD0903F2C,FHOK=1,07/01/2015,BONDO,KADEL,2=Womens Group Meetings,,0,0,26,5,F/P,0,0,0,0,0,0
F740B92A-E864-4435-AA67-015D551B606B,MSK=2,27/07/2014,TESO SOUTH,AKAPIAN CHURCH,6=Other(Specify),,7,6,22,9,IMPORTANCE OF FP,0,0,0,0,0,0
90DFDCCF-598B-4F48-A83C-015F760EBE5A,FHOK=1,04/05/2014,BONDO,OTIPA,2=Womens Group Meetings,,0,0,11,5,F.P,0,0,0,0,0,0
D71BF4F6-A3F6-4E26-89B8-015FB6A4A75E,MSK=2,15/11/2013,TESO SOUTH,AMAASE DISPENSARY,6=Other(Specify),MARISTOP SERVICES,4,2,30,60,EFFECTIVENES  OF LONG TERM METHODS,0,0,0,0,0,0
0F51CBE0-5273-4A7F-8E1F-016009D1B6F3,MSK=2,26/03/2013,NAMBALE,SEGERO,2=Womens Group Meetings,,5,12,10,20,FP METHODS AND USE,0,0,0,8,0,0
97562E63-7342-478E-B33A-0160BE6212BC,MSK=2,25/09/2013,SAMIA,MISSING,1=Comunity Meeting/Barazas,,14,7,18,5,FAMILY PLANNING,0,0,0,0,0,0
2513C7D6-9C5D-4211-8E30-016253D0F434,MSK=2,20/10/2013,TESO SOUTH,ASOPOTAT VILLAGE,6=Other(Specify),,350,215,470,150,"FP METHODS, MALARIA CONTROL IN PREGNANCY",0,0,0,0,0,0
3386DE8B-9DE6-47E5-A0E2-0163D4040C95,MSK=2,25/07/2014,BUSIA,MISSING,6=Other(Specify),,110,211,470,214,CERVICAL CANCER,0,0,0,0,0,0
278ACCE4-616D-4863-871C-01670036D738,FHOK=1,25/06/2013,BONDO,MISSING,2=Womens Group Meetings,,0,0,20,2,FAMILY PLANNING,0,0,0,0,0,0
B0267027-3175-499B-B3FC-0167A7B84385,MSK=2,24/09/2013,BUSIA,SIGOMERE,1=Comunity Meeting/Barazas,,8,16,21,9,FAMILY PLANNING,0,0,0,0,0,0
9B8733E6-2C80-47D5-BBA8-016C71E165BA,FHOK=1,26/05/2015,SIAYA,KADEMBO,3=Youth Groups,,3,7,8,10,FP,0,0,0,0,0,0
8ADFA79B-B9BC-4B4E-8A46-016D05F18D71,MSK=2,27-04-2015,BUSIA,SPECIAL PROGRAMME,2=Womens Group Meetings,,0,0,21,32,BENEFIT OF FP,0,0,0,0,0,0
AE4C916D-2DC2-46CE-AEA8-016DF67CE46A,MSK=2,28/08/2013,NAMBALE,LWANYAKE,3=Youth Groups,,10,28,7,16,FAMILY PLANNING,0,0,0,0,0,0
FCF39354-7322-4DFA-BA28-0171725F606D,MSK=2,15/09/2013,BUTULA,MISSING,2=Womens Group Meetings,,1,2,6,7,SEGA UMOJA,0,0,0,0,0,0
77A24FD1-5787-4E90-A9DA-0174E72CB5CC,FHOK=1,28/04/2015,SIAYA,NDAGAYWA,1=Comunity Meeting/Barazas,,48,25,70,39,STIS PREVENTION,0,0,0,0,0,0
4CB67B03-01EA-4995-B47D-01792A07F111,MSK=2,26/01/2015,TESO SOUTH,AMAASE,3=Youth Groups,,19,26,29,38,F/P,0,0,0,0,0,0
E9261766-BAE6-4FAB-A6D0-01796074CE14,MSK=2,01/09/2013,SAMIA,NAMBOBOTO,1=Comunity Meeting/Barazas,MISSING,10,6,8,4,IUCD MERRITS & DEMERRITS,0,0,0,0,0,0
A278067F-DE89-4246-87F0-017C91A044B3,FHOK=1,16/01/2015,BONDO,ULANDA CENTRTE,3=Youth Groups,,13,8,20,11,METHODS OF FP AND PROPER HAND WASHING,0,0,0,0,0,0
0A2E7B6F-3CF0-4AAA-9059-017D6BBE38C1,FHOK=1,27/03/2015,SIAYA,SULWE WOMEN GROUP,2=Womens Group Meetings,,0,0,50,0,BENEFITS AND METHODS OF FP,0,0,0,0,0,0
6919FB72-E7E0-4766-A131-0183C7B8A1F7,MSK=2,27/05/2014,TESO SOUTH,MISSING,3=Youth Groups,,0,20,0,15,USE OF CONDOMS AS A METHOD OF FP,0,0,0,0,0,0
527C4637-497E-42C8-B2BA-018695A9DA0B,MSK=2,05-12-2014,NAMBALE,NAMBALE,3=Youth Groups,,0,92,0,19,YOUTH AND UWEZO FUND,0,0,0,0,0,0
B876B0B3-4013-4637-8ABF-018937A3AD8A,MSK=2,09/02/2015,BUSIA,BUSIBWABO,6=Other(Specify),MISSING,11,7,23,16,IMPORTANCE OF DISEASE PREVENTION,0,0,0,0,0,0
678EC846-D431-4195-8E68-018AAE485954,MSK=2,12-12-2014,SAMIA,CHIEF OFFICE,2=Womens Group Meetings,,38,25,85,15,BENEFITS OF FP,0,0,0,0,0,0
00F68A75-9558-47D6-9A23-018BC10D035E,MSK=2,18/05/2014,BUSIA,INDOLI,2=Womens Group Meetings,,2,1,6,12,MYTHS AND MISCONCEPTION OF FP,0,0,0,0,0,0
6B0CA5D9-EF70-497B-9D22-018DB8033A02,MSK=2,12/10/2012,BUSIA,LWANYA,2=Refreshers,,15,10,5,12,LONG TERM F.P,0,0,6,0,0,0
339AEF1B-D222-4385-8CE7-018E5F45C237,MSK=2,20/02/2014,BUTULA,TUINUANE WOMEN GROUP,2=Womens Group Meetings,,12,6,10,8,WHAT FP IS,0,0,0,0,0,0
FE579E96-CA35-4553-95C4-018FA916B3B2,FHOK=1,25/09/2012,BUTULA,MARACHI CENTRAL,2=Womens Group Meetings,,0,0,25,10,TYPES OF FP AND HOW THER WORK,0,0,0,0,0,0
BE00AB3D-4E31-49CB-B3B4-0193933268B0,MSK=2,15/10/2013,BUTULA,MUSIBIRIRI,6=Other(Specify),,17,10,12,9,"FP METHOD, IMPORTANCE",0,0,0,0,0,0
88884C0E-2AA9-4C0C-A518-019506D7CD82,FHOK=1,11/11/2014,BONDO,SIALA,2=Womens Group Meetings,,2,3,5,14,FP,0,0,1,2,0,0
BADA2537-9928-4FAF-8C0F-0195EE832544,MSK=2,25/06/2013,BUTULA,BUKHLALIRE DISPENSARY,4=Theater Groups,,0,0,11,7,TYPES OF FP AND IMPORTANCE OF BREASTFEEDING,0,0,0,0,0,0
7BBEDDBE-B8C1-496A-9FFE-01992FA998D0,MSK=2,25/09/2013,BUTULA,BURIYA,2=Womens Group Meetings,,0,0,10,2,BEHAVIOUR CHANGE ON FP AND EXCLUSSIVE BREASTFEEDING,0,0,0,0,0,0
5BC53645-F844-40A9-B916-019C55B593AA,MSK=2,10/05/2013,BUTULA,KAMKUNJI,2=Womens Group Meetings,,18,20,0,0,HEALTH ISSUES,0,0,0,0,0,0
5B60AC46-1C11-48E1-B55B-019F834D048E,FHOK=1,10/10/2013,BONDO,YOUTH GROUP,3=Youth Groups,,3,10,4,4,ADVANTAGES OF FP AND USE OF CONDOM,0,0,0,0,0,0
65CA2428-A926-4E50-9103-01A00D26A682,MSK=2,27/10/2014,TESO SOUTH,KABOSIKIPI,6=Other(Specify),UWEZO FUNDS MEETING,90,13,55,7,F/P,0,0,0,0,0,0
4E196963-5BBE-4AA7-8883-01A64FA3751C,MSK=2,25/03/2014,BUSIA,BUSIBWABO,6=Other(Specify),MISSING,3,2,16,9,FAMILY PLANNING,0,0,0,0,0,0
D1514973-1AEF-4F4F-A59D-01A6E9A808A7,MSK=2,25/11/2013,TESO NORTH,MISSING,1=Comunity Meeting/Barazas,,25,6,15,2,FAMILY PLANNING,0,0,0,0,0,0
9FC6C83A-F326-42C3-B8C0-01A6EB2E6A40,FHOK=1,27/07/2013,SIAYA,MISSING,1=Comunity Meeting/Barazas,,6,7,62,4,MISSING,0,0,0,0,0,0
20DD514E-315E-4CCD-891D-01AA8C0B5B8E,FHOK=1,24/04/2015,SIAYA,NYAWITA VILLAGE ELDER,1=Comunity Meeting/Barazas,,8,4,12,2,DIFFERENT TYPES OF FP METHODS,0,0,0,0,0,0
CCEB7FDB-438F-4B17-9290-01B133DC5414,MSK=2,16/09/2012,SAMIA,AGENGA,1=Comunity Meeting/Barazas,,5,3,36,8,FP,0,0,27,0,0,0
259747F6-1419-4F6D-9B7A-01B775589C96,MSK=2,20/08/2013,TESO NORTH,AKICHELESIT B,2=Womens Group Meetings,,1,0,15,4,IMPORTANCE OF FP,0,0,0,0,0,0
99CDD63A-3CD5-437D-B374-01B8F92F1A66,FHOK=1,15/03/2015,BONDO,NYARONDGORO,3=Youth Groups,,0,17,0,12,"IMPLANTS,NETS AND LATRINE USE",0,0,0,0,0,0
8F26FACD-87F8-4164-AC5A-01BB705F2DBC,MSK=2,02/02/2015,NAMBALE,BUTOKOM,1=Comunity Meeting/Barazas,,26,11,14,13,F/P,0,0,0,0,0,0
99658A1A-DA0E-47A3-A0CA-01BDD95C772B,FHOK=1,26/06/2013,SIAYA,MISIANI SH GROUP,2=Womens Group Meetings,,7,4,13,10,LONG TERM FP METHODS,0,0,0,0,0,0
E4A8E4E9-0549-49CE-95EB-01BF07483B48,MSK=2,07/10/2013,BONDO,BARAZA,1=Comunity Meeting/Barazas,,17,12,13,6,FAMILY PLANNING,0,0,0,0,0,0
50C310AD-7600-4363-8435-01BF84F355E9,MSK=2,12/10/2012,BUSIA,BUKHAYO WEST,1=Comunity Meeting/Barazas,,16,10,5,4,FAMILY PLANNING,0,0,0,0,0,0
72EDEA43-E25B-415F-A72D-01C0649F3776,MSK=2,07/01/2013,BUTULA,ELUGULU,1=Comunity Meeting/Barazas,,12,0,12,0,FAMILY PLANNING,0,0,1,3,0,0
25A15770-D441-48D5-8DDA-01C065F86B08,FHOK=1,11/09/2014,SIAYA,NYAKADO,1=Comunity Meeting/Barazas,,4,3,6,3,FP,0,0,0,0,0,0
C773DB99-C4B8-4E7E-BDB6-01C0C11A3FB6,MSK=2,20/01/2015,TESO NORTH,KOKADILI,2=Womens Group Meetings,,2,6,20,19,F/P,0,0,0,0,0,0
