oid,organization,idate,county,outreachsite,activity,activityspecify,maleadult,maleyouth,femaleadult,femaleyouth,discussiontopic,flyers,brochures,posters,booklets,stickers,others
1B0042DA-DEB7-4F12-863B-3D4C21D123AE,MSK=2,24/08/2014,NAMBALE,NAKHOMA,3=Youth Groups,,4,22,10,8,F.P,0,0,0,0,0,0
028912CB-4532-4C20-900B-3D4E510FB7D9,MSK=2,15/01/2013,BUTULA,ELUKHARI,5=FBO services,,21,11,38,18,FAMILY PLANNING,0,0,0,0,0,0
F6201544-6B25-49BA-8A0A-3D4FC048C2FA,FHOK=1,12-02-2015,SIAYA,TINGWANGI VILLAGE,3=Youth Groups,,0,17,0,12,RISK REDUCTION AMONG THE YOUTHS,0,0,0,0,0,0
6D7DB6E8-B5FD-4391-A053-3D51B23B95CC,MSK=2,26/04/2014,BUSIA,PENDA JIRANI WOMEN GROUP,2=Womens Group Meetings,,5,2,28,4,IUCD AND CONDOMS,0,0,0,0,0,0
00F5CB9C-4D6B-4886-A2F0-3D56C02B5FB5,FHOK=1,20/12/2014,SIAYA,OWANGA,2=Womens Group Meetings,,13,8,16,13,F/P METHODS,0,0,0,0,0,0
F660C4FF-4A5C-4F11-85E5-3D56EAFF8E20,MSK=2,11/11/2012,BUTULA,MARACHI EAST,2=Womens Group Meetings,,12,0,20,25,F/P,0,0,0,0,0,0
69209191-560C-4DB1-8276-3D582A54124F,FHOK=1,18/06/2014,BONDO,GOMRO,2=Womens Group Meetings,,2,0,15,0,F.P,0,0,0,0,0,0
21C423D5-7632-48D9-9495-3D5A34BEFBE8,MSK=2,12/05/2014,BUTULA,OGALO,2=Womens Group Meetings,,3,2,12,10,FP,0,0,0,0,0,0
27EF7F52-EBE5-4486-BAF6-3D5C677B35DE,FHOK=1,12/08/2013,BONDO,OSIEPE,2=Womens Group Meetings,,0,0,20,5,MALARIA,0,0,0,0,0,0
370190A1-B702-4B54-A706-3D63861EF12E,FHOK=1,23/02/2014,BONDO,MAWIRA WOMEN GROUP,2=Womens Group Meetings,,5,10,25,12,"IMMUNIZATION, FP, LATRINE USE",0,0,0,0,0,0
46CF3F8A-8519-4EFF-8BD9-3D680612B9C1,MSK=2,09/02/2012,SAMIA,NANGOSIA,6=Other(Specify),,12,20,10,26,THEY WANTED MORE INFORMATION ON THE INSERTION OF IUCD,0,0,0,0,0,0
019F5F6D-B971-4A52-A73E-3D6C968972B0,MSK=2,15/05/2013,NAMBALE,ST PETERS CHURCH,1=Comunity Meeting/Barazas,,40,14,50,20,FAMILY PLANNING,0,0,0,0,0,0
C1FFC481-A30B-4A6B-9D66-3D6FE70CC3B1,MSK=2,07/10/2014,TESO NORTH,ESENYE SUPPORT,6=Other(Specify),,2,0,33,0,FP,0,0,0,0,0,0
6496F7A6-9EA2-412D-9D3C-3D70FD759F8E,FHOK=1,05-03-2015,BONDO,ASS CHIEF,1=Comunity Meeting/Barazas,,10,3,15,4,FP,0,0,0,0,0,0
041822CD-7C73-4A9A-8756-3D786BAC3EB6,MSK=2,23/05/2014,NAMBALE,MUNGATSI,6=Other(Specify),FUNERAL,10,2,26,4,MODERN FP METHODS,0,0,0,0,0,0
BB758526-CC3B-4401-AFAC-3D791AC4C10F,MSK=2,28/10/2012,BUTULA,BUJUMBA,2=Womens Group Meetings,,2,0,23,0,IMPORTANCE OF LONG TERM,0,0,0,0,0,0
A6424D2C-2CD7-497B-A60F-3D79B5F76CE2,FHOK=1,07-03-2015,BONDO,OGWEDHI WG,2=Womens Group Meetings,,0,0,18,5,FP,0,0,0,4,0,0
640E058C-7682-47F2-A81A-3D7A256CB2F5,MSK=2,18/02/2014,SAMIA,NANGINA DISPENSARY,2=Womens Group Meetings,,2,0,10,2,TRANSMISSION OF STIS AND STDS,0,0,0,0,0,0
ED769085-FC22-4A18-B477-3D7B81ADD608,MSK=2,26/01/2014,BUTULA,BUSIRE,1=Comunity Meeting/Barazas,,0,0,22,0,FP,0,0,0,0,0,0
A9544AE2-AA00-4DA9-8AC9-3D83894FF304,FHOK=1,15-08-2014,BONDO,BONDO OCHOL UREJE,3=Youth Groups,,0,10,0,0,"USE OF CONDOM, WITHDRAWAL",0,0,0,0,0,0
0BC0A1BC-926F-434C-A727-3D87CACCFA36,MSK=2,10/08/2012,BUTULA,MARACHI EAST,2=Womens Group Meetings,,2,1,18,7,FP INCLUDE BTL,0,0,0,0,0,0
5138D8BC-D069-41F2-A03C-3D8F2896DB77,MSK=2,08/03/2014,TESO NORTH,ALLELS,2=Womens Group Meetings,,8,3,12,10,FP,0,0,0,0,0,0
18E05848-8DED-450B-9701-3D92B653C3CB,MSK=2,27/04/2015,BUSIA,UCHONYE,2=Womens Group Meetings,,4,2,13,5,FP METHODS,0,0,0,0,0,0
BDD8EC0F-CDDB-4B6E-BB59-3D9346BD4298,MSK=2,28/02/2014,BUTULA,NYAHOLE VILLAGE,2=Womens Group Meetings,,0,0,8,12,FAMILY PLANNING,0,0,0,0,0,0
83A99CBA-6FE8-4832-8C34-3D980C49CD3E,FHOK=1,25/08/2014,SIAYA,UPANDA,2=Womens Group Meetings,,5,5,18,3,F.P,0,0,0,0,0,0
15F90D84-7771-4CF3-A65A-3D9D81D9286F,FHOK=1,19/04/2015,BONDO,MUGUMA,1=Comunity Meeting/Barazas,,7,5,10,15,FP,5,3,2,6,4,0
BD0A4D24-1414-4D53-BC60-3D9E11EDA630,FHOK=1,28/01/2015,BONDO,ABWAO,3=Youth Groups,,24,19,30,16,F/P,0,0,0,0,0,0
E8546389-6087-4069-8DE3-3DA0A60F5CF7,MSK=2,10/12/2013,TESO SOUTH,GORIA RC,6=Other(Specify),,21,36,32,40,VASECTOMY,0,0,0,0,0,0
8F35C085-7470-4C51-BC90-3DA1200E2156,MSK=2,14-12-2014,SAMIA,NAMBOTOTO,4=Theater Groups,,9,10,5,22,DRAMA ON FP,0,0,0,0,0,0
2696B683-09A4-4EA8-B4D1-3DA232BC1C67,FHOK=1,15/05/2015,BONDO,YAMOLOKO,2=Womens Group Meetings,,0,0,29,6,FP,0,0,0,10,5,0
9EBF206A-E208-424B-B98E-3DA5DECA5794,FHOK=1,20/05/2015,BONDO,DHERE,2=Womens Group Meetings,,0,2,14,4,NUTRITION,3,2,2,1,1,0
5E3B08C4-88A5-42C1-BD3D-3DA9723223DE,FHOK=1,16/09/2014,SIAYA,MWER,2=Womens Group Meetings,,18,10,21,5,EDUCATION TOWARDS YOUTHS,0,0,0,1,0,0
A17DD4D2-891C-4EE9-AF4E-3DAA33C87CE7,FHOK=1,21-09-2014,SIAYA,,2=Womens Group Meetings,,15,21,25,29,"IMPLANT, CONDOM, VASECTOMY  AND NIUCD USE",0,0,0,0,0,0
5E8E87CB-147E-4E00-9005-3DAD62609B05,MSK=2,25/05/2014,SIAYA,KAMIRIWA,3=Youth Groups,,0,15,0,12,F.P,0,0,0,0,0,0
33EBDAF8-95C9-4E0E-AC3B-3DB067D0409A,MSK=2,23/04/2014,BUSIA,BUSIBWABO DISPENSARY,6=Other(Specify),MISSING,2,5,17,11,IMPORTANCE OF CERVICAL CANCER SCREENING,0,0,0,0,0,0
E9185BF8-E98B-42E6-816A-3DB7AB269ECF,MSK=2,15/03/2013,BUSIA,MASDA JOINT GROUP MUSOMA,2=Womens Group Meetings,,6,11,12,18,BENEFIT OF IMPLANT AND IUCD,0,0,0,0,0,0
94F94DEC-A5FC-422B-9D19-3DB86B98EE3D,MSK=2,12/10/2012,BUSIA,NANGOMA,1=Comunity Meeting/Barazas,,42,12,30,0,PILLS,0,0,42,0,0,0
F05099D3-E2B0-451E-A8C7-3DBA77887957,FHOK=1,16/05/2015,BONDO,MAENDELEO,2=Womens Group Meetings,,0,0,13,18,MYTHS OF FP,0,0,0,0,0,0
55C46002-8F2C-4932-9FCE-3DC39688269C,FHOK=1,28/05/2015,BONDO,KOYUCHO CHIEFS CAMP,1=Comunity Meeting/Barazas,,27,1,40,3,LAM AS FP METHOD,0,1,2,3,1,1
42194B39-1F79-47E1-85E6-3DC51CAAF525,MSK=2,29/05/2013,BUTULA,NYAMLIRE,3=Youth Groups,,1,15,22,0,F.P,0,0,0,0,0,0
C456E738-9643-4CD9-96DA-3DC54DE96242,MSK=2,01/10/2013,TESO SOUTH,KWANGAMOR,1=Comunity Meeting/Barazas,,14,6,7,5,WHY EVERY HOUSEHOLD SHOULD  HAVE A TOILET SO AS TO PROMOTE HYGIENE AND LIMIT RISKS OF INFECTION,0,6,0,0,0,0
FB2F81BF-EA60-4E1C-BBBF-3DCBF5D0EAA8,MSK=2,23/02/2015,TESO SOUTH,AMAASE,3=Youth Groups,,18,27,32,38,FP METHODS AND HIV/AIDS,0,0,0,0,0,0
B95B52B8-1E79-44F2-8525-3DD09922691C,FHOK=1,22/10/2014,BONDO,AJIGO,1=Comunity Meeting/Barazas,,5,0,20,1,F/P,0,0,0,0,0,0
8622A4AB-9184-4E0F-B1FF-3DD10656E477,MSK=2,10/06/2012,BUTULA,MARACHI CENTRAL,5=FBO services,,9,0,11,0,MOBILIZATION OF COMMUNITY,0,0,0,0,0,0
6B7B094F-47C6-4DE8-B5FD-3DD210C5C9F2,MSK=2,12/10/2012,BUSIA,BUSIBWABO,2=Womens Group Meetings,,8,5,13,16,IUCD,0,0,0,0,0,0
43EC43DA-9F76-4861-BE6E-3DD235064934,MSK=2,24/04/2014,TESO SOUTH,ONGAROI,4=Theater Groups,,5,7,18,10,F.P,0,0,0,0,0,0
93032ABE-179E-42DD-A1E4-3DD27E5D42A9,FHOK=1,10-03-2015,BONDO,UYAWI,3=Youth Groups,,0,25,0,30,FP,5,15,20,25,5,2
B2AD30AD-A7EC-4DE9-AF13-3DD837B55461,FHOK=1,18/05/2015,SIAYA,LUNYU A,1=Comunity Meeting/Barazas,,16,4,36,10,BENEFITS OF FP,0,0,0,0,0,0
E8AD85EA-07D0-4AC1-B941-3DDA7B221956,FHOK=1,27-03-2015,SIAYA,KOYUGI,2=Womens Group Meetings,,5,13,9,24,FP,0,0,0,0,0,0
E207C7A8-E9BA-4B4A-92C7-3DDB6185C441,FHOK=1,28/07/2013,SIAYA,UGOMA,4=Theater Groups,,1,1,3,1,FAMILY PLANNING,0,0,0,0,0,0
BB71BD0C-CB74-495F-8478-3DE6E9574F47,FHOK=1,05/01/2015,BONDO,GOT KONDORO ACK,2=Womens Group Meetings,,10,12,12,13,LONG TERM FP METHOODS,0,0,0,48,0,0
77231951-343B-4433-BFA5-3DE8937CB0DF,MSK=2,09-01-2015,NAMBALE,KHAYO DISPENSARY,1=Comunity Meeting/Barazas,,30,18,39,30,ANC SERVICES,0,0,0,0,0,0
AAAB116F-9A71-4430-9EE6-3DEAA5F43730,MSK=2,24/10/2014,TESO NORTH,MAEMBE,1=Comunity Meeting/Barazas,,25,18,11,10,F/P,0,0,0,0,0,0
429D77F7-12B1-44D6-B73A-3DED9B1AFB2D,MSK=2,27/04/2013,SAMIA,NANGINA,2=Womens Group Meetings,,2,1,12,2,FP METHODS,0,0,0,0,0,0
EF11A896-C6CE-4ACE-BA76-3DF038E05395,MSK=2,10/04/2013,SAMIA,SIREKERET,1=Comunity Meeting/Barazas,,19,11,25,9,CERVOICAL CANCER,0,0,0,0,0,0
F7AC1CF6-E640-40E9-A61B-3DF110A2AF8A,MSK=2,13/09/2013,TESO SOUTH,KETEKO TAFUTA,2=Womens Group Meetings,,3,1,7,5,FP,0,0,0,0,0,0
5C7EA3FC-D9C4-4E86-8634-3DF33F924AF6,FHOK=1,26/09/2014,BONDO,tagode,2=Womens Group Meetings,,0,0,10,15,CONDOMS,0,0,0,0,0,0
F444AD3C-B892-4558-9A44-3DFB82256DD3,FHOK=1,19-05-2015,BONDO,MARAGARET'S HOUSE,2=Womens Group Meetings,,5,3,15,8,USE OF FEMALE AND MALE CONDOMS,2,3,4,8,1,0
8B68DA56-8E4B-4056-A7BC-3DFBA91F1182,MSK=2,04/12/2013,SAMIA,MISSING,1=Comunity Meeting/Barazas,,12,3,16,2,FAMILY PLANNING,0,0,0,0,0,0
9AAE8D3D-278D-449B-93EB-3DFBAD6D22BB,FHOK=1,03/05/2015,SIAYA,UHEMBA,2=Womens Group Meetings,,0,0,26,5,FP,0,0,0,0,0,0
B35F4F9F-D7B1-4513-8E19-3E0CD2446CB4,MSK=2,25/02/2014,NAMBALE,NYONGESA LEO,1=Comunity Meeting/Barazas,,60,16,42,11,FAMILY PLANNING,0,0,0,0,0,0
50307377-D2D8-4428-BED7-3E0D2BA88ED2,MSK=2,25/10/2013,SAMIA,DISPENSARY,4=Theater Groups,,0,0,7,5,FAMILY PLANNING,0,0,0,0,0,0
41E9F7B4-273A-415D-8DD6-3E17A301C2BF,MSK=2,05/09/2014,BUTULA,MATSANZA,1=Comunity Meeting/Barazas,,50,18,37,11,FP,0,0,0,0,0,0
8D2C91BA-0E70-4848-9641-3E1A8F15918F,FHOK=1,13/05/2015,BONDO,KOMOLO GROUP,2=Womens Group Meetings,,5,0,20,0,BENEFITS OF FP,0,0,0,0,0,0
75732E4B-D66F-4AEF-B5F7-3E1AA81571E4,MSK=2,28/06/2013,BUSIA,MUSOMA Y/G,3=Youth Groups,,8,7,9,13,FP,0,0,0,0,0,0
1A189B56-45AF-45D1-A6B2-3E1E1C40E6CB,MSK=2,19/01/2013,SAMIA,BWIRI,3=Youth Groups,MISSING,3,10,2,6,USE OF CONDOMS,0,0,0,0,0,0
1B8A9953-9280-49AF-A3DE-3E1EFB5DD8C0,MSK=2,14/11/2014,SAMIA,LUGALA,3=Youth Groups,,3,12,4,5,FP,0,0,0,0,0,0
C9BA354A-F8E3-43A5-92C8-3E20483F434F,MSK=2,24/04/2014,SIAYA,MWER DISPENSARY,2=Womens Group Meetings,,15,0,12,8,F.P,0,0,0,0,0,0
549EC77C-414A-495C-BEF1-3E2076D6B261,MSK=2,09/03/2012,BUTULA,MARACHI EAST,1=Comunity Meeting/Barazas,,30,9,10,1,VASECTOMY FOR MEN,0,0,7,0,0,0
94A9495A-ACAC-4EFA-8F98-3E24826D65FF,MSK=2,11/05/2015,BUSIA,RATIKE,2=Womens Group Meetings,,0,0,14,5,IMPORTANCE OF FP,0,0,0,0,0,0
20FA61D5-498B-4DB8-B392-3E28D34274AD,MSK=2,15/12/2014,BUSIA,NASIKINA,2=Womens Group Meetings,,0,7,0,14,FP,0,0,0,0,0,0
082A3ECA-912F-4FAA-A9DE-3E29E8ACF65E,FHOK=1,26/07/2013,SIAYA,HOUSEHOLD,3=Youth Groups,,0,0,25,5,FAMILY PLANNING,0,0,0,0,0,0
37543925-B974-4833-B07A-3E2B0D8F280C,MSK=2,29/10/2012,TESO NORTH,KWANGAMOR,5=FBO services,,6,2,18,7,IMPORTANCE OF CLINIC RECORDS,0,14,5,0,0,0
3B6AA630-B715-44C2-9707-3E2C411D7D27,MSK=2,12/05/2013,BUTULA,BUMALA,5=FBO services,,4,2,20,4,E. PILLS,0,0,0,0,0,0
3B0C16E0-007C-403F-90A9-3E2FF16E773F,MSK=2,10/03/2014,BONDO,BAR KANYANGO,1=Comunity Meeting/Barazas,,10,5,8,4,FAMILY PLANNING,0,0,0,0,0,0
66BEF1A7-BBEE-4D34-852F-3E3142FB2FC7,MSK=2,19/10/2012,SIAYA,EAST UHOLO,1=Comunity Meeting/Barazas,,14,5,7,3,MERITS OF FP,0,0,0,0,0,0
3640FF63-C492-4620-B97D-3E3381238DD2,FHOK=1,24/10/2014,SIAYA,USUWO,1=Comunity Meeting/Barazas,,13,6,24,10,F.P,0,0,0,0,0,0
C085B851-520F-487E-9A6F-3E346A69C8B0,MSK=2,20/09/2013,TESO SOUTH,AMONGURA VILLAGE,2=Womens Group Meetings,,4,7,12,6,GOLDEN RULE FOR CMMUNITY BASED DISTRIBUTOR,0,0,0,0,0,0
29496B63-F742-49D9-8446-3E34E71D486F,MSK=2,15/11/2013,BUSIA,MATAYOS,6=Other(Specify),CBO SERVICE,31,23,54,8,IMPORTANCE OF FP AND HOSPITAL DELIVERY,0,0,0,0,0,0
21C782E5-D962-4B05-8344-3E3A6E821524,FHOK=1,17/03/2015,SIAYA,WANGENIANG,1=Comunity Meeting/Barazas,,62,10,70,12,FP,0,0,0,0,0,0
E33AE7DD-E530-4A79-88B9-3E3D87761B83,FHOK=1,23-04-2015,BONDO,NYAGALU W/G,2=Womens Group Meetings,,0,0,13,20,CERVICAL CANCER SCREENING,0,0,0,0,0,0
71E007EB-47EE-472A-AF55-3E4231B7EC0E,FHOK=1,08/03/2015,BONDO,NYAMENYA YOUTH GROUP,3=Youth Groups,,0,21,0,20,CONDOM USE FOR DUAL PROTECTION,16,15,10,21,18,0
08628EEE-3B7B-4E4C-AE9E-3E442C49A6F9,FHOK=1,15-03-2015,SIAYA,SDA,3=Youth Groups,,3,8,5,12,FP,0,0,0,0,0,0
B45F285D-888D-4A78-8CC8-3E4B4F9FCB38,MSK=2,17/03/2014,BUTULA,MUGULI KAMKUNJI GROUP,2=Womens Group Meetings,,0,0,15,17,HOW TO RAISE CAPITAL FOR BUSINESS,0,0,0,0,0,0
B8A340E4-89E1-40A8-9D4E-3E4F88A7D25F,MSK=2,15/05/2013,NAMBALE,BUSIDEBA,2=Womens Group Meetings,,0,0,15,5,FP,0,0,0,0,0,0
9DB994CF-8202-4183-ABF8-3E5137F161A9,MSK=2,29/09/2012,NAMBALE,WALATSI,1=Comunity Meeting/Barazas,,20,5,40,10,F/P,0,0,0,0,0,0
DD809CD4-AD2B-4024-9D30-3E5AB654C481,MSK=2,04/06/2014,BUTULA,MUNDIGO MARKET,2=Womens Group Meetings,,0,0,136,28,CERVICAL CANCER SCREENING,0,0,0,0,0,0
32E6CE71-3884-490B-AADB-3E5E3C8AF976,MSK=2,14-02-2015,NAMBALE,MAIRA ACK YOUTH GROUP,3=Youth Groups,,4,12,6,18,IMPORTANCE OF FP SERVICES,0,0,0,0,0,0
5010702B-9A91-437A-A97F-3E63E84EE483,FHOK=1,18/04/2014,BONDO,OSIEPE WOMEN GROUP,2=Womens Group Meetings,,3,2,9,0,FP AND HIV/AIDS,10,0,5,8,0,0
3558E850-C746-467A-8705-3E644199A5A6,FHOK=1,20/02/2015,BONDO,PALA VILLAGE,1=Comunity Meeting/Barazas,,14,24,9,17,F/P,10,8,10,10,2,0
BB576ACB-FE4C-427D-9E92-3E669E38A4E5,MSK=2,13/10/2014,NAMBALE,EMASINDE,2=Womens Group Meetings,,0,0,8,4,FP,0,0,0,0,0,0
87D67663-78AF-47AA-A420-3E7004B2C33B,FHOK=1,12/02/2015,BONDO,JADUONG NGENG BARAZA,5=FBO services,,10,6,8,3,HIV/AIDS,4,8,0,5,0,0
09494D4A-0A5F-45EA-BB5C-3E71825BAC39,MSK=2,12/04/2012,NAMBALE,BUKHAYOCENTRAL,3=Youth Groups,,7,5,5,3,FAMILY PLANNING,0,0,4,0,0,0
5263A32B-4A8A-4F02-B69A-3E753288966D,MSK=2,27/10/2013,SIAYA,NDAI,5=FBO services,,0,0,25,4,FAMILY PLANNING,0,0,0,0,0,0
CA67BF74-856B-464A-94A6-3E780EDA1766,FHOK=1,30/03/2013,SIAYA,BARAZA,1=Comunity Meeting/Barazas,,27,14,96,20,IUCD,0,0,0,0,0,0
90616DFC-22CB-47F8-BEE9-3E7C05728CAC,MSK=2,10-04-2014,TESO SOUTH,MOROTOTO VILLAGE AT HOUSEHOLD LEVEL,2=Womens Group Meetings,,0,0,8,5,ADVANTAGES OF PILLS,0,10,0,0,0,0
23A2979A-9435-4D98-B95A-3E7C50CDFAEE,MSK=2,15/08/2014,BUSIA,BUGENGI,2=Womens Group Meetings,,0,0,18,6,LONG TERM FP AND CANCER SCREENING,0,0,0,0,0,0
D04D534F-DA97-4DCB-A7D8-3E88588D43DA,MSK=2,11/07/2013,SAMIA,MISSING,2=Womens Group Meetings,,5,6,14,8,FP,0,0,0,0,0,0
E05F9FC9-FDFE-477C-903E-3E885BDB98AF,MSK=2,09/07/2013,TESO SOUTH,YOUNG YOUH GROUP ODIOL,2=Womens Group Meetings,,10,0,20,0,IMPORTANCE OF USING CONDOMS AS A METHOD OF FP,0,0,0,0,0,0
7F6F12E1-A6D5-4F7C-801F-3E88EE33526F,MSK=2,18/10/2014,TESO NORTH,AMAGORO,2=Womens Group Meetings,,12,0,25,14,FP,0,0,0,0,0,0
B99927B5-3027-499B-8652-3E8A7259B57B,MSK=2,24/04/2013,BUTULA,AT MONIDAHS HOME,5=FBO services,,0,0,17,20,HOW TO PLAN FAMILY,0,0,0,0,0,0
AF86849F-0C0D-4855-87F5-3E8E47027230,FHOK=1,08/12/2013,SIAYA,KOPIYO,2=Womens Group Meetings,,6,2,16,3,ADVANTAGES OF FP,0,0,0,0,0,0
EDBE0322-E18E-4514-896D-3E905BC29D7E,MSK=2,25-05-2014,BUSIA,BUSIBWABO,1=Comunity Meeting/Barazas,,18,19,20,22,F.P,0,0,0,0,0,0
2933A409-AD93-498C-B882-3E9210296636,MSK=2,12/03/2013,SAMIA,BUTAITANI BARAZA,1=Comunity Meeting/Barazas,,7,5,6,3,FAMILY PLANNING,0,0,0,0,0,0
0F0AB1E6-8F23-472F-AECD-3E9E993D1B8A,MSK=2,13/08/2014,BUTULA,KAKAPEL,3=Youth Groups,,12,25,2,18,FP,0,0,0,0,0,0
B9FD6029-E382-4FC2-9088-3EA24C7A4B22,MSK=2,12/04/2013,TESO NORTH,AROTAI,2=Womens Group Meetings,,22,0,20,3,IMPORTANCE OF FP,0,0,0,0,0,0
297E231B-74BF-4EBB-A2E0-3EAEAF105F76,MSK=2,27/09/2013,SIAYA,MISSING,2=Womens Group Meetings,,0,0,6,6,FAMILY PLANNING,0,0,0,0,0,0
C6BD378D-0A80-40DD-B49A-3EAFE043858A,MSK=2,24/10/2013,TESO SOUTH,MISSING,1=Comunity Meeting/Barazas,,8,5,28,12,FAMILY PLANNING,0,0,0,0,0,0
BF8A8CD6-3297-4E81-AB79-3EB903D9A39C,MSK=2,11/11/2013,BUTULA,MISSING,3=Youth Groups,,23,6,17,6,FAMILY PLANNING,0,0,0,0,0,0
DD92D4E7-8D08-4EF6-9E05-3EB980888FB1,MSK=2,10/10/2014,SAMIA,MUKONJO,1=Comunity Meeting/Barazas,,0,0,0,0,IUCD,0,0,0,0,0,0
127F1FA4-2F6B-4F2D-AB7B-3EBA04C9ABE3,MSK=2,19/01/2014,NAMBALE,MUNGATSI MARKET,4=Theater Groups,,11,3,9,4,CONDOM AS FP METHOD,0,0,0,0,0,0
CC8BB6F6-60A3-426E-9F92-3EBA9EF86052,MSK=2,15/02/2014,BUSIA,RAKITE,2=Womens Group Meetings,,0,0,12,3,METHODS OF FP,0,0,0,0,0,0
0C3D44F8-726B-464C-AF53-3EBD2BEA6E70,MSK=2,30/01/2014,BUTULA,YOUTH GROUP,3=Youth Groups,,10,12,8,14,FAMILY PLANNING,0,0,0,0,0,0
7F2AAE06-A22C-4461-9D91-3EBE80D8C14F,MSK=2,10/08/2014,BUTULA,AGOLA VILAGE,1=Comunity Meeting/Barazas,,20,10,26,17,FP,0,0,0,0,0,0
049B2B62-F501-4949-8E87-3EC0314A7933,MSK=2,08/03/2015,BUSIA,ESIRISIA,2=Womens Group Meetings,,0,0,26,6,CERVICAL CANCER SCREENING,0,0,0,0,0,0
A6633D60-F8B2-4CD9-8C6E-3EC0D4415010,MSK=2,07/05/2014,BUTULA,UMOJA,2=Womens Group Meetings,,4,3,8,5,F.P,0,0,0,0,0,0
0BAEB471-F4C9-40EA-9009-3EC52D59F66B,FHOK=1,22/04/2015,SIAYA,BIMOS,2=Womens Group Meetings,,0,0,10,25,FP,0,0,0,0,0,0
57DC7BF2-4086-4523-AE19-3ECCC749A940,MSK=2,16/04/2015,NAMBALE,EBUSAKADI,2=Womens Group Meetings,,0,0,13,11,FP,0,0,0,0,0,0
87B51067-42BD-44CE-9F1F-3ECF369D6AE1,MSK=2,27/07/2014,BUSIA,SIROBA,2=Womens Group Meetings,,10,3,7,2,FP,0,0,0,0,0,0
39E253A3-FD70-4D36-9140-3ECF8362983D,MSK=2,12/09/2014,BUTULA,BUMALA,1=Comunity Meeting/Barazas,,21,32,38,15,F/P,0,0,0,0,0,0
4A15C9AA-E252-4B01-AF7E-3ED089E58754,FHOK=1,06/10/2014,BONDO,LWAK NOMIYA CHURCH,6=Other(Specify),,15,10,30,11,"FP, IMP, TOILET COVERAGE",0,0,0,0,0,0
EFA3D8FB-6B00-45B2-9D74-3ED5EE3259ED,MSK=2,28/04/2014,BUTULA,KALALANI VILLAGE,3=Youth Groups,,0,15,0,6,PROPER USE OF CONDOMS,0,0,0,0,0,0
8FAFC6B2-396E-4ED9-B135-3EDD7E6F607B,MSK=2,25/02/2014,TESO SOUTH,MISSING,2=Womens Group Meetings,,3,10,4,7,FAMILY PLANNING,0,0,0,0,0,0
00E23425-F049-47F0-BC79-3EDEB128AC8E,MSK=2,10/12/2014,BUTULA,MILLY ACHIENG,6=Other(Specify),MISSING,5,10,35,20,F/P,0,0,0,0,0,0
1D1EED01-FBF0-4AA4-9CB7-3EE8D1866D52,MSK=2,15/12/2013,BUTULA,IKONZO,2=Womens Group Meetings,,0,0,20,8,MISSING,0,0,0,0,0,0
3E6A21F7-F861-4011-BA01-3EE95DF77E9C,MSK=2,23/02/2015,TESO SOUTH,Y/G,2=Womens Group Meetings,,0,21,0,30,F/P,0,0,0,0,0,0
DE209C35-8EB2-4C2A-9673-3EEB60337BB6,MSK=2,23/11/2013,BUTULA,MISSING,3=Youth Groups,,3,8,2,13,HIV/AIDS AND STIs,0,0,0,0,0,0
56074F85-AC4A-475A-993B-3EECF48D2ED7,MSK=2,11/10/2014,SAMIA,BUKHULNGU,2=Womens Group Meetings,,6,0,20,0,IUCD,0,0,0,0,0,0
06CE47A5-BB10-46E6-81C2-3EEE939F2E9F,MSK=2,19/03/2014,NAMBALE,EBUSAKADI,2=Womens Group Meetings,,0,0,11,3,IMPORTANC OF LONG TERM FP,0,0,0,0,0,0
E21A8136-F25E-4B25-81C5-3EF145305D60,MSK=2,19/10/2013,BUTULA,NYALWANDA,2=Womens Group Meetings,,4,0,11,3,FP,0,0,0,0,0,0
57CE5590-1DFD-45F1-8B9E-3EF264D74CF7,FHOK=1,19/05/2015,BONDO,KOTENO,3=Youth Groups,,2,17,2,12,CONDOM,2,2,3,4,0,0
D2BB2B9E-95B8-4523-8DCC-3EF9C7EF4FA8,MSK=2,29/10/2013,SIAYA,ARUBI UPPERE,5=FBO services,,19,4,40,3,FAMILY PLANNING,0,0,0,0,0,0
C00C4C6D-1161-4B17-8334-3EFCD6560214,FHOK=1,17-03-2015,SIAYA,OCHORO,1=Comunity Meeting/Barazas,,18,10,35,20,CLTC,0,0,0,0,0,0
A85FDC5A-9EAC-4BD1-B44E-3EFF23AAB50B,MSK=2,19/01/2014,TESO NORTH,MISSING,6=Other(Specify),,9,0,13,5,FP,0,0,0,0,0,0
EBFB704F-9193-46B1-8C15-3F04D82CC7A6,FHOK=1,12-03-2015,BONDO,ULOMA PRI,1=Comunity Meeting/Barazas,,16,18,30,16,FP,5,3,8,6,5,0
2813FE85-23A0-498F-9605-3F08F218FCEC,FHOK=1,08/01/2015,BONDO,GALU,3=Youth Groups,,0,12,0,17,F/P,0,0,0,0,0,0
3C940308-2366-408F-91D0-3F0953A65A92,MSK=2,25/06/2014,SAMIA,NAMBUKU,2=Womens Group Meetings,,2,0,14,0,F.P,0,0,0,0,0,0
494C3248-00FD-43F1-BF78-3F0AF1F43F3D,FHOK=1,15/10/2012,BONDO,WEST YIMBO,1=Comunity Meeting/Barazas,,10,3,10,2,,0,0,0,0,0,0
